record_id,airport_name,altitude_bin,aircraft_model,wildlife_number_struck_actual,effect_impact_to_flight,flight_date,effect_indicated_damage,aircraft_airline,origin_state,phase_of_flight,conditions_precipitation,conditions_sky,wildlife_species,pilot_warned_of_wildlife,total_cost,feet_above_ground
261193,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,SAAB-340,1,none,2009-03-03,No damage,COLGAN AIRWAYS,Texas,Landing Roll,none,No Cloud,Killdeer,Y,0,0.0
258374,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,CL-RJ100/200,1,none,2009-03-04,No damage,COMAIR AIRLINES,Alabama,Approach,none,No Cloud,Unknown bird - small,N,0,900.0
260666,HOUSTON-HOBBY,< 1000 ft,B-737-700,1,none,2009-03-04,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - small,N,0,200.0
261465,EPPLEY AIRFIELD,< 1000 ft,B-737-300,1,none,2009-03-05,No damage,SOUTHWEST AIRLINES,Nebraska,Approach,none,No Cloud,Unknown bird - small,Y,527,1000.0
261464,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,DC-9-50,1,none,2009-03-05,No damage,NORTHWEST AIRLINES,Michigan,Take-off run,none,Some Cloud,Red-tailed hawk,Y,0,0.0
262383,TAMPA INTL,< 1000 ft,B-737-700,1,none,2009-03-06,No damage,SOUTHWEST AIRLINES,Florida,Approach,none,Some Cloud,Turkey vulture,N,0,300.0
261618,DOHA INTL,< 1000 ft,B-747-400,1,none,2009-03-06,No damage,ATLAS AIR,California,Take-off run,none,No Cloud,Unknown bird - medium,N,0,0.0
261467,LA CHINITA INTL,> 1000 ft,B-757-200,1,none,2009-03-06,No damage,AMERICAN AIRLINES,California,Approach,none,No Cloud,Unknown bird - small,N,0,2800.0
261619,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-737-700,1,none,2009-03-06,No damage,CONTINENTAL AIRLINES,Texas,Take-off run,none,Some Cloud,Unknown bird - medium,Y,0,0.0
261770,MEMPHIS INTL,> 1000 ft,B-727-200,1,none,2009-03-06,No damage,FEDEX EXPRESS,Tennessee,Approach,none,No Cloud,Unknown bird - medium,N,0,2700.0
259653,EXECUTIVE ARPT,> 1000 ft,C-550,1,none,2009-03-06,No damage,BUSINESS,Florida,Approach,none,No Cloud,Unknown bird - medium,Y,0,1100.0
261468,L F WADE INTL ARPT,< 1000 ft,B-737-800,1,none,2009-03-06,Caused damage,AMERICAN AIRLINES,California,Approach,none,Some Cloud,Sandhill crane,N,0,10.0
261621,CLEVELAND MUNICIPAL ARPT,> 1000 ft,C-172,1,Precautionary Landing,2009-03-06,Caused damage,BUSINESS,Mississippi,Descent,none,No Cloud,Gadwall,N,8433,2500.0
260181,AKRON-CANTON MUNICIPAL,> 1000 ft,B-717-200,1,none,2009-03-07,No damage,AIRTRAN AIRWAYS,Ohio,Approach,none,Some Cloud,Unknown bird - medium,N,0,1500.0
258062,PHILADELPHIA INTL,> 1000 ft,B-757-200,1,none,2009-03-07,No damage,US AIRWAYS,Pennsylvania,Approach,none,No Cloud,Unknown bird - medium,N,0,4000.0
259210,TETERBORO AIRPORT,< 1000 ft,CESSNA LC-41,1,Aborted Take-off,2009-03-07,No damage,BUSINESS,New Jersey,Take-off run,none,No Cloud,Canada goose,Y,0,0.0
260751,BALTIMORE WASH INTL,< 1000 ft,B-737-300,1,none,2009-03-08,No damage,SOUTHWEST AIRLINES,Maryland,Climb,none,No Cloud,Unknown bird - small,N,0,1000.0
261622,KANSAS CITY INTL,< 1000 ft,B-737-300,1,none,2009-03-08,No damage,SOUTHWEST AIRLINES,Missouri,Climb,none,Some Cloud,Unknown bird - small,N,0,500.0
261390,ORLANDO INTL,< 1000 ft,A-320,1,none,2009-03-08,No damage,JETBLUE AIRWAYS,Florida,Landing Roll,none,Some Cloud,Turkey vulture,Y,0,0.0
260240,JOHN F KENNEDY INTL,< 1000 ft,A-320,1,none,2009-03-08,Caused damage,JETBLUE AIRWAYS,New York,Approach,none,No Cloud,Red-tailed hawk,N,0,5.0
260372,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-300,1,none,2009-03-09,No damage,SOUTHWEST AIRLINES,Texas,Landing Roll,none,Some Cloud,Unknown bird - medium,N,0,0.0
258849,ELLINGTON FIELD ARPT,< 1000 ft,T-38A,1,none,2009-03-09,No damage,GOVERNMENT,Texas,Approach,none,Some Cloud,Eastern meadowlark,N,0,38.0
260802,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,BE-99,1,none,2009-03-09,No damage,AMERIFLIGHT,Texas,Approach,none,Some Cloud,Unknown bird - small,Y,0,500.0
260123,SACRAMENTO INTL,< 1000 ft,B-737-300,1,none,2009-03-09,No damage,SOUTHWEST AIRLINES,California,Climb,none,No Cloud,Unknown bird - small,Y,0,100.0
258850,DANE COUNTY REGIONAL ARPT-TRUAX FLD,< 1000 ft,DC-9,1,none,2009-03-09,No damage,NORTHWEST AIRLINES,Wisconsin,Approach,none,Some Cloud,Unknown bird - medium,Y,0,900.0
259527,JOHN F KENNEDY INTL,< 1000 ft,B-767-200,1,none,2009-03-09,No damage,AMERICAN AIRLINES,New York,Approach,"Fog, Rain",Overcast,Unknown bird - large,N,0,400.0
261430,AUSTIN-BERGSTROM INTL,< 1000 ft,B-737-700,1,none,2009-03-10,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - medium,N,0,500.0
260852,ALBANY INTL,< 1000 ft,B-737-300,1,none,2009-03-11,No damage,US AIRWAYS,New York,Approach,none,Some Cloud,Unknown bird - medium,N,0,500.0
261264,LOVELL FIELD ARPT,< 1000 ft,CL-RJ100/200,1,none,2009-03-11,No damage,ATLANTIC SOUTHEAST,Tennessee,Take-off run,none,Some Cloud,Unknown bird - medium,Y,0,0.0
258602,LOGAN INTL,< 1000 ft,CL-RJ900,1,none,2009-03-11,No damage,COMAIR AIRLINES,Massachusetts,Taxi,none,Overcast,Herring gull,Y,0,0.0
258318,WESTCHESTER COUNTY ARPT,< 1000 ft,A-320,1,none,2009-03-11,No damage,JETBLUE AIRWAYS,New York,Approach,Rain,Overcast,Ring-billed gull,Y,0,50.0
261328,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-700,1,none,2009-03-12,No damage,SOUTHWEST AIRLINES,Texas,Take-off run,none,Some Cloud,Unknown bird - small,N,0,0.0
261327,BUFFALO-NIAGARA INTL,< 1000 ft,B-737-300,1,none,2009-03-12,No damage,SOUTHWEST AIRLINES,New York,Approach,none,No Cloud,Ring-billed gull,Y,0,20.0
262025,PORTLAND INTL (OR),< 1000 ft,CL-RJ700,1,none,2009-03-12,No damage,SKYWEST AIRLINES,Oregon,Take-off run,none,No Cloud,Short-eared owl,Y,0,0.0
259951,AUSTIN-BERGSTROM INTL,< 1000 ft,CL-RJ900,1,none,2009-03-13,No damage,SKYWEST AIRLINES,Texas,Take-off run,Rain,Overcast,Meadowlarks,Y,0,0.0
260276,SANTA MARIA PUBLIC,< 1000 ft,SA227 DC METRO 23,1,none,2009-03-13,No damage,AMERIFLIGHT,California,Approach,none,No Cloud,Unknown bird - small,N,0,200.0
260277,KAHULUI ARPT,< 1000 ft,CL-RJ100/200,1,none,2009-03-13,No damage,MESA AIRLINES,Hawaii,Climb,none,Some Cloud,Sky lark,Y,0,50.0
261081,SACRAMENTO INTL,< 1000 ft,B-737-700,1,none,2009-03-14,No damage,SOUTHWEST AIRLINES,California,Landing Roll,none,No Cloud,Unknown bird - small,Y,0,0.0
263048,HONOLULU INTL ARPT,< 1000 ft,CL-RJ100/200,1,Precautionary Landing,2009-03-15,No damage,MESA AIRLINES,Hawaii,Climb,none,Some Cloud,Cattle egret,N,0,15.0
263435,NEW ORLEANS INTL,< 1000 ft,B-737-300,1,none,2009-03-15,No damage,SOUTHWEST AIRLINES,Louisiana,Landing Roll,none,Some Cloud,Unknown bird - small,Y,0,0.0
263436,JACKSONVILLE INTL,> 1000 ft,B-737-700,1,none,2009-03-15,No damage,SOUTHWEST AIRLINES,Florida,Climb,Fog,Overcast,Unknown bird - medium,N,1,1500.0
261456,JAMES M COX DAYTON INTL,> 1000 ft,A-319,1,none,2009-03-15,No damage,FRONTIER AIRLINES,Ohio,Approach,none,Some Cloud,Unknown bird - small,N,0,4000.0
263437,SACRAMENTO INTL,< 1000 ft,B-737-700,1,none,2009-03-15,No damage,SOUTHWEST AIRLINES,California,Approach,none,Some Cloud,Western meadowlark,Y,0,30.0
261454,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-83,1,none,2009-03-15,No damage,AMERICAN AIRLINES,Texas,Climb,none,No Cloud,Unknown bird - medium,Y,0,1000.0
261761,SAVANNAH INTL,< 1000 ft,MD-88,1,none,2009-03-16,No damage,DELTA AIR LINES,Georgia,Landing Roll,Fog,Overcast,Unknown bird - small,N,0,0.0
262692,SALT LAKE CITY INTL,< 1000 ft,B-737-300,1,none,2009-03-16,No damage,SOUTHWEST AIRLINES,Utah,Approach,none,No Cloud,Unknown bird - small,Y,0,500.0
260711,BOB HOPE ARPT,> 1000 ft,B-737-700,1,none,2009-03-16,No damage,SOUTHWEST AIRLINES,California,Descent,none,No Cloud,Unknown bird - small,N,0,5000.0
261760,LOGAN INTL,< 1000 ft,MD-82,1,none,2009-03-16,No damage,AMERICAN AIRLINES,Massachusetts,Approach,none,Overcast,Horned lark,Y,0,100.0
260953,JOHN WAYNE AIRPORT,< 1000 ft,B-757-200,1,none,2009-03-16,No damage,UNITED AIRLINES,California,Approach,none,No Cloud,Red-tailed hawk,N,0,100.0
256889,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-330,1,none,2009-03-17,No damage,NORTHWEST AIRLINES,Michigan,Landing Roll,none,Some Cloud,Unknown bird - large,Y,0,0.0
260937,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,EMB-170,1,none,2009-03-17,No damage,COMPASS AIRLINES,Minnesota,Landing Roll,none,Some Cloud,Horned lark,N,0,0.0
257762,ORLANDO INTL,< 1000 ft,B-737-700,1,none,2009-03-17,Caused damage,SOUTHWEST AIRLINES,Florida,Landing Roll,none,Some Cloud,Bald eagle,Y,0,0.0
257763,PORTLAND INTL (OR),> 1000 ft,C-650,1,none,2009-03-17,Caused damage,BUSINESS,Oregon,Descent,none,No Cloud,Unknown bird - medium,N,126496,5000.0
260939,DENVER INTL AIRPORT,< 1000 ft,A-319,1,none,2009-03-17,No damage,FRONTIER AIRLINES,Colorado,Take-off run,none,No Cloud,Unknown bird - small,Y,0,0.0
257355,INDIANAPOLIS INTL,< 1000 ft,A-319,1,none,2009-03-18,No damage,FRONTIER AIRLINES,Indiana,Take-off run,none,Some Cloud,Unknown bird - medium,N,0,0.0
261736,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-700,1,none,2009-03-18,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - small,N,0,50.0
259785,PORTLAND INTL (OR),> 1000 ft,B-737-300,1,none,2009-03-18,No damage,SOUTHWEST AIRLINES,Oregon,Climb,none,Some Cloud,Unknown bird - medium,Y,0,6000.0
259856,ORLANDO INTL,> 1000 ft,B-737-800,1,none,2009-03-18,No damage,CONTINENTAL AIRLINES,Florida,Climb,none,Some Cloud,Unknown bird - small,Y,0,2000.0
261860,BALTIMORE WASH INTL,> 1000 ft,B-737-300,1,none,2009-03-18,No damage,SOUTHWEST AIRLINES,Maryland,Approach,none,Some Cloud,Unknown bird - small,Y,0,2000.0
262085,NEWARK LIBERTY INTL ARPT,< 1000 ft,EMB-170,1,none,2009-03-18,No damage,COMPASS AIRLINES,New Jersey,Approach,none,Some Cloud,American robin,Y,0,1000.0
261603,WASHINGTON DULLES INTL ARPT,< 1000 ft,DC-10-10,1,none,2009-03-19,No damage,FEDEX EXPRESS,DC,Approach,none,No Cloud,Unknown bird - medium,Y,0,300.0
259681,WASHINGTON DULLES INTL ARPT,< 1000 ft,B-737-300,1,none,2009-03-19,No damage,SOUTHWEST AIRLINES,DC,Approach,none,No Cloud,Unknown bird - medium,Y,0,900.0
258424,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-83,1,none,2009-03-19,No damage,AMERICAN AIRLINES,Texas,Take-off run,none,No Cloud,Barn owl,Y,0,0.0
260909,EPPLEY AIRFIELD,> 1000 ft,CITATIONJET,1,none,2009-03-19,No damage,BUSINESS,Nebraska,Descent,none,No Cloud,Unknown bird - medium,N,0,6000.0
262529,HOUSTON-HOBBY,> 1000 ft,B-737-300,1,none,2009-03-19,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - small,Y,0,2000.0
260515,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-737-700,1,none,2009-03-19,Caused damage,AIRTRAN AIRWAYS,Florida,Approach,none,Some Cloud,Black vulture,Y,0,1000.0
261093,PORTLAND INTL (OR),< 1000 ft,GULFSTREAM V,1,none,2009-03-19,No damage,BUSINESS,Oregon,Take-off run,none,Overcast,Red-tailed hawk,Y,0,0.0
261814,METRO OAKLAND INTL,< 1000 ft,B-737-700,1,none,2009-03-20,No damage,SOUTHWEST AIRLINES,California,Take-off run,none,No Cloud,Unknown bird - small,Y,0,0.0
255671,WILL ROGERS WORLD ARPT,> 1000 ft,B-737-700,1,none,2009-03-20,No damage,SOUTHWEST AIRLINES,Oklahoma,Descent,none,No Cloud,Unknown bird - small,N,0,8000.0
261639,PHOENIX-MESA GATEWAY,< 1000 ft,MD-83,1,none,2009-03-20,No damage,ALLEGIANT AIR,Arizona,Take-off run,none,No Cloud,Horned lark,N,0,0.0
261812,CHICAGO O'HARE INTL ARPT,< 1000 ft,EMB-145,1,none,2009-03-20,No damage,AMERICAN EAGLE AIRLINES,Illinois,Approach,none,No Cloud,Canada goose,Y,0,100.0
259884,DENVER INTL AIRPORT,> 1000 ft,B-737-300,1,none,2009-03-21,No damage,SOUTHWEST AIRLINES,Colorado,Climb,none,No Cloud,Unknown bird - medium,N,0,10000.0
259885,NASHVILLE INTL,> 1000 ft,B-737-300,1,none,2009-03-21,No damage,SOUTHWEST AIRLINES,Tennessee,Approach,none,Some Cloud,Unknown bird - small,N,0,3000.0
259886,SACRAMENTO INTL,> 1000 ft,B-737-700,1,none,2009-03-21,No damage,SOUTHWEST AIRLINES,California,Approach,none,No Cloud,Unknown bird - small,Y,0,1200.0
260195,MONROE COUNTY,< 1000 ft,BE-200 KING,1,none,2009-03-21,Caused damage,BUSINESS,Indiana,Landing Roll,none,Some Cloud,White-tailed deer,N,63248,0.0
260313,WATERTOWN,< 1000 ft,SAAB-340,1,Other,2009-03-21,Caused damage,MESABA AIRLINES,South Dakota,Landing Roll,none,Some Cloud,Ring-necked pheasant,N,8433,0.0
261003,ORLANDO INTL,< 1000 ft,A-320,1,none,2009-03-22,No damage,NORTHWEST AIRLINES,Florida,Climb,none,No Cloud,Unknown bird - medium,Y,0,300.0
259376,PHILADELPHIA INTL,< 1000 ft,DHC8 DASH 8,1,none,2009-03-22,No damage,PIEDMONT AIRLINES,Pennsylvania,Landing Roll,none,No Cloud,American kestrel,Y,0,0.0
262913,PORTLAND INTL (OR),< 1000 ft,B-737-700,1,none,2009-03-22,No damage,ALASKA AIRLINES,Oregon,Landing Roll,none,Overcast,Tree swallow,Y,0,0.0
259744,GERALD R FORD INTL,< 1000 ft,A-310,1,Aborted Take-off,2009-03-22,Caused damage,FEDEX EXPRESS,Michigan,Take-off run,none,Overcast,Snowy owl,N,319985,0.0
258458,SACRAMENTO EXECUTIVE ARPT,< 1000 ft,BE-58  BARON,1,none,2009-03-23,No damage,BUSINESS,California,Approach,none,No Cloud,Rock pigeon,N,0,520.0
257614,NORFOLK INTL,< 1000 ft,B-737-700,1,none,2009-03-23,No damage,SOUTHWEST AIRLINES,Virginia,Take-off run,none,No Cloud,Unknown bird - small,N,0,0.0
257749,SACRAMENTO INTL,< 1000 ft,B-737-700,1,none,2009-03-23,No damage,SOUTHWEST AIRLINES,California,Approach,none,No Cloud,Unknown bird - small,Y,0,100.0
257440,TUCSON INTL,< 1000 ft,HELIO COURIER 800,1,none,2009-03-23,No damage,GOVERNMENT,Arizona,Climb,none,No Cloud,Mourning dove,N,0,200.0
259963,SARASOTA-BRADENTON,< 1000 ft,MD-88,1,none,2009-03-23,Caused damage,DELTA AIR LINES,Florida,Climb,none,Overcast,Unknown bird - large,N,0,400.0
259964,NEW SMYRNA BEACH MUNICIPAL ARPT,< 1000 ft,BE-76  DUCHESS,1,Precautionary Landing,2009-03-23,Caused damage,BUSINESS,Florida,Climb,none,Some Cloud,Turkey vulture,Y,3162,400.0
260244,ABRAHAM LINCOLN CAPITAL ARPT,> 1000 ft,BE-300 KING,1,none,2009-03-23,Caused damage,GOVERNMENT,Illinois,Approach,none,Overcast,American coot,N,21610,2400.0
261816,WESTCHESTER COUNTY ARPT,< 1000 ft,EMB-145,1,none,2009-03-24,No damage,AMERICAN EAGLE AIRLINES,New York,Take-off run,none,No Cloud,Unknown bird - small,N,0,0.0
262030,EPPLEY AIRFIELD,< 1000 ft,B-737-300,1,none,2009-03-24,No damage,SOUTHWEST AIRLINES,Nebraska,Climb,none,No Cloud,Unknown bird - small,N,0,200.0
260034,SAN ANTONIO INTL,> 1000 ft,B-737-700,1,none,2009-03-24,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,Some Cloud,Unknown bird - small,N,0,2000.0
260220,ORLANDO INTL,> 1000 ft,B-737-700,1,none,2009-03-24,No damage,SOUTHWEST AIRLINES,Florida,Approach,none,Some Cloud,Unknown bird - small,Y,0,3000.0
261955,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,DC-9,1,none,2009-03-24,No damage,NORTHWEST AIRLINES,Michigan,Take-off run,none,Overcast,Horned lark,Y,0,0.0
261726,ELLINGTON FIELD ARPT,< 1000 ft,T-38A,1,none,2009-03-25,No damage,GOVERNMENT,Texas,Approach,none,Some Cloud,Unknown bird - small,N,0,62.0
262067,PHILADELPHIA INTL,< 1000 ft,B-737-300,1,none,2009-03-25,No damage,SOUTHWEST AIRLINES,Pennsylvania,Approach,none,No Cloud,Tree swallow,N,0,20.0
260433,BRITTON MUNICIPAL ARPT SD,< 1000 ft,BE-300 KING,1,none,2009-03-25,Caused damage,BUSINESS,South Dakota,Climb,Snow,Overcast,Unknown bird - medium,N,74843,200.0
257986,LAGUARDIA NY,< 1000 ft,GULFAERO IV,1,none,2009-03-25,No damage,BUSINESS,New York,Approach,none,No Cloud,Rock pigeon,N,0,200.0
260854,HOUSTON-HOBBY,< 1000 ft,B-737-300,1,none,2009-03-26,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - small,N,0,1000.0
260715,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-320,1,none,2009-03-26,No damage,US AIRWAYS,Michigan,Approach,none,No Cloud,Unknown bird - small,N,0,1000.0
260855,SACRAMENTO INTL,< 1000 ft,B-737-300,1,none,2009-03-26,No damage,SOUTHWEST AIRLINES,California,Approach,none,No Cloud,Unknown bird - small,Y,0,10.0
260712,ONTARIO INTL ARPT,> 1000 ft,B-737-700,1,none,2009-03-26,No damage,SOUTHWEST AIRLINES,California,Approach,none,No Cloud,Unknown bird - small,N,0,1500.0
262045,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-737-900,1,none,2009-03-26,No damage,CONTINENTAL AIRLINES,Texas,Approach,none,Overcast,Song sparrow,Y,0,50.0
260716,SAN DIEGO INTL,< 1000 ft,B-737-900,1,none,2009-03-27,No damage,ALASKA AIRLINES,California,Approach,none,No Cloud,Unknown bird - small,N,0,750.0
262794,PORTLAND INTL (OR),> 1000 ft,B-737-700,1,none,2009-03-27,No damage,SOUTHWEST AIRLINES,Oregon,Approach,none,Overcast,Unknown bird - medium,N,316,4000.0
259062,MINETA SAN JOSE INTL,> 1000 ft,A-318,1,none,2009-03-27,No damage,FRONTIER AIRLINES,California,Approach,none,Some Cloud,Unknown bird - medium,N,0,3500.0
262793,HOUSTON-HOBBY,> 1000 ft,B-737-300,1,none,2009-03-27,No damage,SOUTHWEST AIRLINES,Texas,Climb,none,Overcast,Unknown bird - small,N,0,7000.0
261446,YAMPA VALLEY,< 1000 ft,B-757-200,1,none,2009-03-27,No damage,AMERICAN AIRLINES,Colorado,Landing Roll,none,No Cloud,Horned lark,N,0,0.0
262792,JOHN F KENNEDY INTL,< 1000 ft,A-320,1,none,2009-03-27,No damage,JETBLUE AIRWAYS,New York,Approach,none,No Cloud,Killdeer,Y,0,40.0
257484,EPPLEY AIRFIELD,< 1000 ft,A-319,1,none,2009-03-28,No damage,UNITED AIRLINES,Nebraska,Approach,none,No Cloud,Unknown bird - medium,Y,0,500.0
257483,RENO TAHOE INTL,> 1000 ft,B-737-700,1,none,2009-03-28,No damage,SOUTHWEST AIRLINES,Nevada,Climb,none,Some Cloud,Unknown bird - small,N,0,9000.0
257482,JACKSONVILLE INTL,< 1000 ft,B-737-700,1,none,2009-03-29,No damage,SOUTHWEST AIRLINES,Florida,Approach,none,No Cloud,Unknown bird - small,Y,105,75.0
260951,ONTARIO INTL ARPT,> 1000 ft,MD-82,1,none,2009-03-29,No damage,AMERICAN AIRLINES,California,Approach,none,Some Cloud,Unknown bird - large,N,0,1800.0
262055,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,1,none,2009-03-30,No damage,SKYWEST AIRLINES,Utah,Approach,none,Overcast,Unknown bird - small,Y,0,100.0
259509,NORTHEAST PHILADELPHIA ARPT,< 1000 ft,LEARJET-45,1,Precautionary Landing,2009-03-30,Caused damage,BOMBARDIER BUSINESS JET,Pennsylvania,Landing Roll,none,Overcast,Canada goose,Y,0,0.0
263459,LAGUARDIA NY,> 1000 ft,MD-82,1,none,2009-03-31,No damage,AMERICAN AIRLINES,New York,Approach,none,No Cloud,Unknown bird - small,N,0,3000.0
257469,MERCEDITA ARPT,< 1000 ft,A-320,1,none,2009-03-31,No damage,JETBLUE AIRWAYS,Puerto Rico,Take-off run,none,No Cloud,Unknown bird - small,N,0,0.0
263456,BALTIMORE WASH INTL,> 1000 ft,B-737-300,1,none,2009-03-31,No damage,SOUTHWEST AIRLINES,Maryland,Descent,none,No Cloud,Unknown bird - medium,N,0,6500.0
257615,RONALD REAGAN WASHINGTON NATL,< 1000 ft,EMB-145,1,none,2009-03-31,No damage,EXPRESSJET CONTINENTAL EXPRS,DC,Approach,none,Some Cloud,American kestrel,Y,0,50.0
260149,KAHULUI ARPT,< 1000 ft,B-757-200,1,none,2009-03-31,No damage,DELTA AIR LINES,Hawaii,Take-off run,none,No Cloud,Pacific golden-plover,Y,0,0.0
262781,JOHN F KENNEDY INTL,< 1000 ft,A-320,1,none,2009-03-31,No damage,JETBLUE AIRWAYS,New York,Take-off run,none,No Cloud,Short-eared owl,Y,0,0.0
263458,PHILADELPHIA INTL,< 1000 ft,B-737-700,1,none,2009-03-31,No damage,SOUTHWEST AIRLINES,Pennsylvania,Approach,none,No Cloud,Unknown bird - small,Y,0,350.0
260786,SACRAMENTO INTL,< 1000 ft,A-320,1,none,2009-03-31,No damage,UNITED AIRLINES,California,Approach,none,No Cloud,American wigeon,Y,0,1000.0
262932,NEWARK LIBERTY INTL ARPT,> 1000 ft,EMB-145,1,Precautionary Landing,2009-03-31,No damage,EXPRESSJET CONTINENTAL EXPRS,New Jersey,Descent,none,Some Cloud,American robin,N,0,5000.0
260569,SOUTHWEST MINNESOTA REGIONAL ARPT,< 1000 ft,BE-1900,1,none,2009-03-31,Caused damage,BUSINESS,Minnesota,Approach,Rain,Overcast,Unknown bird - large,N,0,700.0
260093,JOHN F KENNEDY INTL,> 1000 ft,B-767-300,1,Precautionary Landing,2009-03-31,Caused damage,DELTA AIR LINES,New York,Climb,none,Some Cloud,Mallard,Y,0,1300.0
260658,KAHULUI ARPT,< 1000 ft,B-717-200,1,none,2009-04-01,No damage,HAWAIIAN AIR,Hawaii,Take-off run,none,Some Cloud,Unknown bird - small,N,0,0.0
260750,KAPALUA ARPT,< 1000 ft,DHC8 DASH 8,1,none,2009-04-01,No damage,ISLAND AIR,Hawaii,Climb,none,No Cloud,Unknown bird - small,Y,0,5.0
260749,KAPALUA ARPT,< 1000 ft,DHC8 DASH 8,1,none,2009-04-01,No damage,ISLAND AIR,Hawaii,Take-off run,none,Some Cloud,Unknown bird - small,Y,0,0.0
261164,TULSA INTL,> 1000 ft,B-737-300,1,none,2009-04-01,No damage,SOUTHWEST AIRLINES,Oklahoma,Descent,Rain,Overcast,Unknown bird - small,N,0,6000.0
261748,SACRAMENTO INTL,> 1000 ft,B-737-700,1,none,2009-04-01,No damage,SOUTHWEST AIRLINES,California,Climb,none,No Cloud,Unknown bird - medium,Y,0,1300.0
261163,LOGAN-CACHE ARPT,> 1000 ft,DIAMOND 40,1,Precautionary Landing,2009-04-01,Caused damage,BUSINESS,Utah,Climb,none,Some Cloud,Unknown bird - small,N,5376,2500.0
261524,BLUE GRASS ARPT,< 1000 ft,CL-RJ100/200,1,none,2009-04-02,No damage,COMAIR AIRLINES,Kentucky,Climb,none,No Cloud,Unknown bird - small,N,0,100.0
259511,TUCSON INTL,> 1000 ft,B-737-700,1,none,2009-04-02,No damage,SOUTHWEST AIRLINES,Arizona,Climb,none,No Cloud,Unknown bird - small,N,0,4000.0
261994,WATERBURY-OXFORD ARPT,< 1000 ft,CHALLENGER 300,1,none,2009-04-02,No damage,BUSINESS,Connecticut,Landing Roll,none,Some Cloud,Unknown bird - small,N,0,0.0
262579,ATLANTA INTL,< 1000 ft,MD-90-30,1,none,2009-04-03,No damage,DELTA AIR LINES,Georgia,Approach,none,Some Cloud,Unknown bird - small,Y,0,300.0
259826,KANSAS CITY INTL,> 1000 ft,EMB-170,1,none,2009-04-03,Caused damage,REPUBLIC AIRLINES,Missouri,Climb,none,No Cloud,Unknown bird - medium,N,0,2000.0
259827,SOUTH BEND REGIONAL,< 1000 ft,CL-RJ100/200,1,none,2009-04-04,No damage,SKYWEST AIRLINES,Indiana,Approach,none,No Cloud,Unknown bird - medium,N,0,500.0
260227,NEWPORT NEWS/WILLIAMSBURG INTL,< 1000 ft,CL-RJ700,1,Other,2009-04-04,No damage,ATLANTIC SOUTHEAST,Virginia,Take-off run,none,No Cloud,Bald eagle,Y,0,0.0
258415,LAMBERT-ST LOUIS INTL,> 1000 ft,B-737-700,1,none,2009-04-04,No damage,SOUTHWEST AIRLINES,Missouri,Approach,none,No Cloud,Unknown bird - medium,N,0,3500.0
262591,SACRAMENTO INTL,> 1000 ft,B-737-700,1,none,2009-04-04,No damage,SOUTHWEST AIRLINES,California,Approach,none,No Cloud,Unknown bird - small,Y,0,2000.0
261088,HOUSTON-HOBBY,> 1000 ft,B-737-300,1,none,2009-04-04,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,Some Cloud,Unknown bird - small,Y,0,3000.0
261993,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,B-737-300,1,none,2009-04-04,No damage,SOUTHWEST AIRLINES,Alabama,Approach,none,No Cloud,Unknown bird - small,Y,0,100.0
261366,LOUISVILLE INTL ARPT,< 1000 ft,DC-9-50,1,none,2009-04-05,No damage,NORTHWEST AIRLINES,Kentucky,Approach,none,Some Cloud,Unknown bird - small,Y,0,100.0
262032,WASHINGTON DULLES INTL ARPT,> 1000 ft,B-737-700,1,none,2009-04-05,No damage,SOUTHWEST AIRLINES,DC,Approach,none,No Cloud,Unknown bird - small,N,0,2000.0
260468,LEHIGH VALLEY INTL,< 1000 ft,CL-RJ100/200,1,none,2009-04-05,No damage,SKYWEST AIRLINES,Pennsylvania,Take-off run,none,Some Cloud,Woodchuck,Y,0,0.0
